fold,k,metric,weights,accuracy,precision,recall,specificity,f1,balanced_accuracy,roc_auc,average_precision,TN,FP,FN,TP
5,17,manhattan,uniform,0.81145833333333328,0.65600000000000003,0.30914231856738927,0.95399839529285901,0.42024343369634848,0.63157035693012409,0.74140078884236993,0.48407314913698524,3567,172,733,328
5,19,manhattan,uniform,0.8125,0.66328600405679516,0.30819981149858622,0.95560310243380586,0.42084942084942084,0.63190145696619604,0.7431176691969078,0.49083201556127326,3573,166,734,327
5,21,manhattan,uniform,0.81187500000000001,0.66527196652719667,0.29971724787935911,0.9572078095747526,0.41325536062378165,0.62846252872705588,0.74599459703222448,0.49527584558048754,3579,160,743,318
5,23,manhattan,uniform,0.81458333333333333,0.68387096774193545,0.29971724787935911,0.96068467504680399,0.41677588466579291,0.63020096146308158,0.7467629205266646,0.50011305087037827,3592,147,743,318
5,25,manhattan,uniform,0.81479166666666669,0.69026548672566368,0.29406220546654099,0.96255683337790854,0.4124256444150694,0.62830951942222479,0.7489163941529775,0.5023681246628644,3599,140,749,312
5,27,manhattan,uniform,0.81437499999999996,0.68888888888888888,0.29217719132893499,0.96255683337790854,0.41032428855062875,0.62736701235342174,0.75032082799460253,0.50558473597204401,3599,140,751,310
5,29,manhattan,uniform,0.81270833333333337,0.68325791855203621,0.28463713477851083,0.96255683337790854,0.40186294078509649,0.62359698407820963,0.75150457049128594,0.50838883829318315,3599,140,759,302
5,31,manhattan,uniform,0.81270833333333337,0.68663594470046085,0.28086710650329877,0.96362663813853977,0.39866220735785951,0.62224687232091924,0.75042997631254638,0.50857147863612728,3603,136,763,298
5,1,manhattan,distance,0.73187500000000005,0.39196940726577439,0.38642789820923656,0.82990104305964163,0.38917892738490745,0.60816447063443912,0.60816447063443912,0.28709291421203342,3103,636,651,410
5,3,manhattan,distance,0.7779166666666667,0.49673202614379086,0.35815268614514612,0.89703129178924845,0.41621029572836804,0.62759198896719726,0.67192460750088412,0.40310487045699117,3354,385,681,380
5,5,manhattan,distance,0.78708333333333336,0.52941176470588236,0.33081998114985861,0.91655522867076755,0.40719257540603249,0.62368760491031305,0.70332125979845628,0.4492672356924155,3427,312,710,351
5,7,manhattan,distance,0.79666666666666663,0.57024793388429751,0.32516493873704055,0.93046269055897302,0.41416566626650658,0.62781381464800678,0.71913667461626052,0.46726316477391849,3479,260,716,345
5,9,manhattan,distance,0.80437499999999995,0.60892857142857137,0.32139491046182844,0.94142818935544259,0.42072794571252314,0.63141154990863546,0.72552500214893634,0.48268196929462992,3520,219,720,341
5,11,manhattan,distance,0.80833333333333335,0.62566844919786091,0.33081998114985861,0.94383525006686275,0.43279901356350187,0.63732761560836071,0.73389337595747406,0.49237418354287965,3529,210,710,351
5,13,manhattan,distance,0.81104166666666666,0.64206642066420661,0.32799245994344955,0.94811446910938757,0.43418590143480973,0.63805346452641853,0.73860213018192988,0.49870030113767339,3545,194,713,348
5,15,manhattan,distance,0.81229166666666663,0.65209125475285168,0.3232799245994345,0.95105643220112335,0.43226212980466289,0.63716817840027895,0.74049571485720356,0.50195122421763771,3556,183,718,343
5,17,manhattan,distance,0.81312499999999999,0.65648854961832059,0.3242224316682375,0.95185878577159666,0.43406940063091481,0.63804060871991708,0.74189435098217094,0.50531032445248414,3559,180,717,344
5,19,manhattan,distance,0.81395833333333334,0.66733067729083662,0.31573986804901039,0.95533565124364805,0.42866282789507359,0.63553775964632919,0.7435639673422183,0.51082913902538507,3572,167,726,335
5,21,manhattan,distance,0.81395833333333334,0.66867469879518071,0.31385485391140433,0.95587055362396367,0.42719692110327134,0.63486270376768394,0.74652912130058402,0.51435141844729082,3574,165,728,333
5,23,manhattan,distance,0.81479166666666669,0.67695473251028804,0.31008482563619227,0.95801016314522602,0.42533936651583709,0.63404749439070918,0.74787393949049163,0.51744114006169717,3582,157,732,329
5,25,manhattan,distance,0.81541666666666668,0.6811594202898551,0.31008482563619227,0.95881251671569934,0.42616580310880831,0.63444867117594583,0.74997523366688701,0.51982621458460487,3585,154,732,329
5,27,manhattan,distance,0.81520833333333331,0.68669527896995708,0.30160226201696511,0.9609521262369618,0.41912246234446626,0.63127719412696348,0.75090614530237487,0.52166176296397093,3593,146,741,320
5,29,manhattan,distance,0.81458333333333333,0.68708971553610498,0.29594721960414705,0.96175447980743511,0.41370223978919629,0.62885084970579108,0.75192994644170186,0.52340007874306371,3596,143,747,314
5,31,manhattan,distance,0.81395833333333334,0.68584070796460173,0.29217719132893499,0.96202193099759292,0.40978189028420359,0.62709956116326393,0.75142970432401268,0.52373567271426869,3597,142,751,310
